"build","experimentName","subject","date","time","numTrialEachBlock","faceDuration","stimulusAndFeedbackGapDuration","ITI","blockNumber","blockName","faceName","trialCounter","responseName","responseTime","responseAndFeedbackCategory","isResponseCorrect","isFeedbackAccurate"
"6.4.2","Reversal_Task","550","2021-07-12","16:02:59","40","","500","2000","0","practice","","0","","","IRIF","-1","1"
"6.4.2","Reversal_Task","213690447","2021-07-23","10:27:46","40","","500","2000","0","practice","","0","","","CRIF","1","-1"
"build","experimentName","subject","date","time","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","numTrialEachBlock","ITI","instructionIndex","practiceInstructionIndex","block_number","blockName","blockNumber","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","trialCounter","isResponseCorrect","isFeedbackAccurate","trial_number","numbercorrect","numberoftimesleft","numberoftimesright","rightleft","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","1314","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","48","33","5","43","left","43","1.5","16.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","1314","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","48","33","5","43","left","43","1.5","16.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","359","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","49","33","5","44","left","43","1.5","16.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","359","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","49","33","5","44","left","43","1.5","16.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","599","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","50","33","5","45","left","43","1.5","16.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","599","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","50","33","5","45","left","43","1.5","16.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","316","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","51","33","6","45","left","43","1.5","16.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","316","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","51","34","6","45","left","43","1.5","17"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","295","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","52","34","7","45","left","43","1.5","17"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","295","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","52","34","7","45","left","43","1.5","17"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","473","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","53","34","8","45","left","43","1.5","17"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","473","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","53","35","8","45","left","43","1.5","17.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","277","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","54","35","9","45","left","43","1.5","17.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","277","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","54","36","9","45","left","43","1.5","18"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","217","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","55","36","10","45","left","43","1.5","18"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","217","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","55","37","10","45","left","43","1.5","18.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","305","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","56","37","11","45","left","43","1.5","18.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","305","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","56","38","11","45","left","43","1.5","19"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","528","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","57","38","12","45","left","43","1.5","19"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","528","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","57","39","12","45","left","43","1.5","19.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","822","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","58","39","13","45","left","43","1.5","19.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","822","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","58","39","13","45","left","43","1.5","19.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","512","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","59","39","14","45","left","43","1.5","19.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","512","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","59","40","14","45","left","43","1.5","20"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","830","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","60","40","15","45","left","43","1.5","20"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","830","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","60","40","15","45","left","43","1.5","20"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","825","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","61","40","16","45","left","43","1.5","20"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","825","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","61","41","16","45","left","43","1.5","20.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","775","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","62","41","17","45","left","43","1.5","20.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","775","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","62","42","17","45","left","43","1.5","21"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","462","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","63","42","18","45","left","43","1.5","21"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","462","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","63","43","18","45","left","43","1.5","21.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","436","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","64","43","19","45","left","43","1.5","21.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","436","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","64","44","19","45","left","43","1.5","22"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","377","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","65","44","19","46","left","43","1.5","22"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","377","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","65","45","19","46","left","43","1.5","22.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","455","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","66","45","19","47","left","43","1.5","22.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","455","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","66","45","19","47","left","43","1.5","22.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","332","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","67","45","19","48","left","43","1.5","22.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","332","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","67","45","19","48","left","43","1.5","22.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","353","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","68","45","19","49","left","43","1.5","22.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","353","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","68","45","19","49","left","43","1.5","22.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","597","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","69","45","19","50","left","43","1.5","22.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","597","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","69","46","19","50","left","43","1.5","23"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","394","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","70","46","19","51","left","43","1.5","23"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","394","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","70","46","19","51","left","43","1.5","23"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","406","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","71","46","20","51","left","43","1.5","23"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","406","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","71","47","20","51","left","43","1.5","23.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","300","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","72","47","21","51","left","43","1.5","23.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","300","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","72","48","21","51","left","43","1.5","24"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","1000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","73","48","22","51","left","43","1.5","24"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","1000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","73","49","22","51","left","43","1.5","24.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","361","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","74","49","23","51","left","43","1.5","24.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","361","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","74","49","23","51","left","43","1.5","24.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","548","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","75","49","24","51","left","43","1.5","24.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","548","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","75","50","24","51","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","76","50","24","52","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","76","50","24","52","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","77","50","24","53","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","77","50","24","53","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","78","50","24","54","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","78","50","24","54","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","79","50","24","55","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","79","50","24","55","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","2823","50","323","24","32","40","2000","7","0","1","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","80","50","25","55","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","2823","50","323","24","32","40","2000","7","0","2","practice","0","24","32","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","80","50","25","55","left","43","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","2823","50","323","24","32","40","2000","7","0","2","practice","0","2","7","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","0","50","0","0","left","35","1.5","25"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","1","0","0","1","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","1","0","0","1","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","2","0","0","2","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","2","0","0","2","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","3","0","0","3","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","3","0","0","3","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","4","0","0","4","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","4","0","0","4","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","2492","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","5","0","1","4","left","35","26.5","0"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","2492","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","5","1","1","4","left","35","26.5","0.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","348","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","6","1","1","5","left","35","26.5","0.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","348","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","6","1","1","5","left","35","26.5","0.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","336","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","7","1","1","6","left","35","26.5","0.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","336","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","7","1","1","6","left","35","26.5","0.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","480","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","8","1","2","6","left","35","26.5","0.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","480","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","8","2","2","6","left","35","26.5","1"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","646","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","9","2","3","6","left","35","26.5","1"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","646","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","9","3","3","6","left","35","26.5","1.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","479","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","10","3","4","6","left","35","26.5","1.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","479","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","10","4","4","6","left","35","26.5","2"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","390","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","11","4","5","6","left","35","26.5","2"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","390","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRCF","0","0","1","1","11","5","5","6","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","12","5","5","7","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","12","5","5","7","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","13","5","5","8","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","13","5","5","8","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","14","5","5","9","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRCF","0","0","-1","-1","14","5","5","9","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","15","5","5","10","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","15","5","5","10","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","16","5","5","11","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","16","5","5","11","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","17","5","5","12","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","17","5","5","12","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","18","5","5","13","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","18","5","5","13","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","19","5","5","14","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","19","5","5","14","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","20","5","5","15","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","20","5","5","15","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","21","5","5","16","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","0","3000","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","21","5","5","16","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","671","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","22","5","6","16","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","45","671","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","CRIF","0","0","1","-1","22","5","6","16","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","158","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","23","5","6","17","left","35","26.5","2.5"
"6.4.2","Reversal_Task","313494383","2021-07-27","17:48:35","50","158","50","323","35","6","40","2000","7","0","2","practice","0","35","6","0.8000000000000000444","0.2000000000000000111","IRIF","0","0","-1","1","23","5","6","17","left","35","26.5","2.5"
